GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
markitect-liquibase-core,dev.markitect.liquibase,ScopeManagerHelper,20,0,4,0,8,0,4,0,2,0
markitect-liquibase-core,dev.markitect.liquibase.structure,Structures,0,13,0,4,0,2,0,3,0,1
markitect-liquibase-core,dev.markitect.liquibase.util,Preconditions,10,74,3,15,1,20,3,12,0,6
markitect-liquibase-core,dev.markitect.liquibase.util,Verify,0,34,0,8,0,12,0,8,0,4
markitect-liquibase-core,dev.markitect.liquibase.util,Strings,0,16,0,2,0,3,0,3,0,2
markitect-liquibase-core,dev.markitect.liquibase.util,VerifyException,0,16,0,0,0,7,0,4,0,4
markitect-liquibase-core,dev.markitect.liquibase.exception,UncheckedLiquibaseException,0,9,0,0,0,4,0,2,0,2
markitect-liquibase-core,dev.markitect.liquibase.exception,UncheckedDatabaseException,0,9,0,0,0,4,0,2,0,2
